,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
1541,A1793,"['BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5', 'AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case', '4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake)', 'VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length","[481, 1323, 37, 407, 1342, 868, 667, 2687, 1779, 907]",908,"['<a_132><b_55><c_112>', '<a_170><b_209><c_53>', '<a_49><b_7><c_211>', '<a_97><b_56><c_38>', '<a_104><b_96><c_101>', '<a_117><b_103><c_212>', '<a_244><b_159><c_253>', '<a_55><b_145><c_155>', '<a_116><b_55><c_231>', '<a_94><b_161><c_99>']",<a_94><b_161><c_198>
1542,A1793,"['AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case', '4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake)', 'VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length","[1323, 37, 407, 1342, 868, 667, 2687, 1779, 907, 908]",909,"['<a_170><b_209><c_53>', '<a_49><b_7><c_211>', '<a_97><b_56><c_38>', '<a_104><b_96><c_101>', '<a_117><b_103><c_212>', '<a_244><b_159><c_253>', '<a_55><b_145><c_155>', '<a_116><b_55><c_231>', '<a_94><b_161><c_99>', '<a_94><b_161><c_198>']",<a_94><b_161><c_116>
1543,A1793,"['4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake)', 'VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length","[37, 407, 1342, 868, 667, 2687, 1779, 907, 908, 909]",910,"['<a_49><b_7><c_211>', '<a_97><b_56><c_38>', '<a_104><b_96><c_101>', '<a_117><b_103><c_212>', '<a_244><b_159><c_253>', '<a_55><b_145><c_155>', '<a_116><b_55><c_231>', '<a_94><b_161><c_99>', '<a_94><b_161><c_198>', '<a_94><b_161><c_116>']",<a_94><b_161><c_127>
1544,A1793,"['VACTRA OIL NO.2, 1 QUART(32OZ)EXPEDITED DELIVERY NOT AVAILABLE', 'Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length","[407, 1342, 868, 667, 2687, 1779, 907, 908, 909, 910]",911,"['<a_97><b_56><c_38>', '<a_104><b_96><c_101>', '<a_117><b_103><c_212>', '<a_244><b_159><c_253>', '<a_55><b_145><c_155>', '<a_116><b_55><c_231>', '<a_94><b_161><c_99>', '<a_94><b_161><c_198>', '<a_94><b_161><c_116>', '<a_94><b_161><c_127>']",<a_94><b_161><c_184>
1545,A1793,"['Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)', 'Push-On Alligator Clips for Test Leads', 'Noga MC1700 Mini-Cool KIT (1)', 'Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch', 'NOGA DG10533 Standard Holder with Mag Base-176 Ibs-Hold Power', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2"" Diameter, 24"" Length","[1342, 868, 667, 2687, 1779, 907, 908, 909, 910, 911]",912,"['<a_104><b_96><c_101>', '<a_117><b_103><c_212>', '<a_244><b_159><c_253>', '<a_55><b_145><c_155>', '<a_116><b_55><c_231>', '<a_94><b_161><c_99>', '<a_94><b_161><c_198>', '<a_94><b_161><c_116>', '<a_94><b_161><c_127>', '<a_94><b_161><c_184>']",<a_94><b_161><c_227>
1546,A3604,"['Rescue Tape RT1000201202USCO', 'Rescue Tape RT1000201202USCO', 'Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10']",Acid Blend - 1 lb.,"[153, 153, 18]",2066,"['<a_15><b_87><c_88>', '<a_15><b_87><c_88>', '<a_239><b_148><c_202>']",<a_222><b_169><c_13>
1547,A3604,"['Rescue Tape RT1000201202USCO', 'Rescue Tape RT1000201202USCO', 'Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10', 'Acid Blend - 1 lb.']",Yeast Nutrient 1 lb.,"[153, 153, 18, 2066]",1368,"['<a_15><b_87><c_88>', '<a_15><b_87><c_88>', '<a_239><b_148><c_202>', '<a_222><b_169><c_13>']",<a_239><b_153><c_163>
1548,A4506,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Pro Series 1400750340 6"" Caster', 'Dicor BT-1834-1 1/8"" x 3/4"" x 30\' Butyl Seal Tape', 'B and K Industries D08050P 1/2-Inch OD by 50-Feet Copper Tubing', 'Philips Sonicare 3 Series gum health rechargeable electric toothbrush, HX6631', 'Rok Hardware #6 x 5/8"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc Finish) - Super Value 100 Pack', 'TP-LINKTL-ANT24EC5S 5m/16ft Antenna Extension Cable, RP-SMA Male to Female connector']",Rectorseal 25631 4-Ounce No. 5 Pipe Thread Sealant,"[155, 601, 538, 795, 1030, 1540, 2274]",759,"['<a_142><b_169><c_0>', '<a_49><b_252><c_50>', '<a_97><b_231><c_184>', '<a_109><b_151><c_116>', '<a_113><b_117><c_36>', '<a_169><b_80><c_3>', '<a_251><b_252><c_11>']",<a_97><b_223><c_116>
1549,A4732,"['Commando Grinding Wheel Dresser with Flat Diamond Coated Surface for Truing Grinding & Deburring Wheels', 'Crawford PBS9 Screwdriver Holder, Blue', 'Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe', 'Uxcell a13041900ux0031 5 Piece Yellow Plastic Case SMPW-K-M K Type Thermocouple Wire Connector', 'Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip;', 'Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)', 'iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy']","HFS 12 pcs precision angle block set 1/4,1/2,1 to 5 & 5 to 30 degree","[636, 2452, 665, 664, 74, 375, 232]",1682,"['<a_40><b_192><c_188>', '<a_230><b_253><c_82>', '<a_201><b_34><c_141>', '<a_132><b_100><c_239>', '<a_80><b_219><c_37>', '<a_19><b_212><c_22>', '<a_163><b_94><c_81>']",<a_164><b_25><c_150>
1550,A5417,"['HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Transparent Red', ""Fluorostore F015084 - 10 Metric PTFE Tubing, 2mm ID x 4mm OD, 10' Length, Semi-Transparent"", 'eSUN 1.75mm Gray ABS 3D Printer filament 1kg Spool (2.2lbs), Gray', '3M 468MP Adhesive Transfer Tape, 4"" width x 5yd length (1 roll)', 'Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder', 'Model A MagHold Magnetic Build System for Pre 2016 FF Creator / Qidi / Makerbot Replicator / CTC CN22']",Siglent Technologies SDS1052DL+ 50 MHz Digital Storage Oscilloscope,"[2883, 2856, 3049, 2319, 1972, 2229]",2466,"['<a_126><b_27><c_242>', '<a_120><b_158><c_84>', '<a_95><b_37><c_6>', '<a_203><b_73><c_177>', '<a_93><b_174><c_92>', '<a_134><b_240><c_41>']",<a_147><b_248><c_207>
1551,A5724,"['1/8 inch x 55 yds Copper Foil Tape - (3mm x 50m) - EMI Shielding Conductive Adhesive', 'SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black', 'Platform Sticker for QIDI TECH I 3D Printer: 5 pcs kit', 'Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer', 'FlashForge HP-00057 Platform Sticker for Creator Pro and Dreamer, 6 Pcs Kit (Pack of 6)']",PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters,"[1934, 2014, 958, 3016, 1478, 2457]",2188,"['<a_171><b_175><c_33>', '<a_93><b_198><c_70>', '<a_200><b_251><c_75>', '<a_236><b_211><c_111>', '<a_110><b_68><c_173>', '<a_93><b_14><c_139>']",<a_93><b_240><c_115>
1552,A5724,"['1/8 inch x 55 yds Copper Foil Tape - (3mm x 50m) - EMI Shielding Conductive Adhesive', 'SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black', 'Platform Sticker for QIDI TECH I 3D Printer: 5 pcs kit', 'Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer', 'FlashForge HP-00057 Platform Sticker for Creator Pro and Dreamer, 6 Pcs Kit (Pack of 6)', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters']",Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel,"[1934, 2014, 958, 3016, 1478, 2457, 2188]",2193,"['<a_171><b_175><c_33>', '<a_93><b_198><c_70>', '<a_200><b_251><c_75>', '<a_236><b_211><c_111>', '<a_110><b_68><c_173>', '<a_93><b_14><c_139>', '<a_93><b_240><c_115>']",<a_93><b_86><c_189>
1553,A5724,"['1/8 inch x 55 yds Copper Foil Tape - (3mm x 50m) - EMI Shielding Conductive Adhesive', 'SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black', 'Platform Sticker for QIDI TECH I 3D Printer: 5 pcs kit', 'Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer', 'FlashForge HP-00057 Platform Sticker for Creator Pro and Dreamer, 6 Pcs Kit (Pack of 6)', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters', 'Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel']","eSUN Bronze filament 1.75mm 0.5kg(1.1lb) Spool for Makerbot, Reprap, UP, Afinia, Flash Forge and all FDM 3D Printers","[1934, 2014, 958, 3016, 1478, 2457, 2188, 2193]",2474,"['<a_171><b_175><c_33>', '<a_93><b_198><c_70>', '<a_200><b_251><c_75>', '<a_236><b_211><c_111>', '<a_110><b_68><c_173>', '<a_93><b_14><c_139>', '<a_93><b_240><c_115>', '<a_93><b_86><c_189>']",<a_95><b_14><c_45>
1554,A5808,"['NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', '3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', 'Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Meter Tubing', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'BIQU Upgrade Wear Resistant MK10 Nozzles M7 0.4mm Threaded Stainless Steel Nozzle Extrusion Head (Pack of 5pcs)']","3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2173, 2858, 2935, 1817, 2860, 2187]",2157,"['<a_93><b_104><c_9>', '<a_126><b_132><c_80>', '<a_126><b_132><c_9>', '<a_154><b_220><c_9>', '<a_200><b_180><c_111>', '<a_110><b_110><c_34>']",<a_126><b_132><c_0>
1555,A5808,"['NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', '3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', 'Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Meter Tubing', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'BIQU Upgrade Wear Resistant MK10 Nozzles M7 0.4mm Threaded Stainless Steel Nozzle Extrusion Head (Pack of 5pcs)', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']",Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[2173, 2858, 2935, 1817, 2860, 2187, 2157]",1950,"['<a_93><b_104><c_9>', '<a_126><b_132><c_80>', '<a_126><b_132><c_9>', '<a_154><b_220><c_9>', '<a_200><b_180><c_111>', '<a_110><b_110><c_34>', '<a_126><b_132><c_0>']",<a_200><b_14><c_48>
1556,A6124,"['ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)', 'eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue', 'BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm']","3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK","[2163, 1696, 1942]",2532,"['<a_236><b_197><c_93>', '<a_95><b_171><c_3>', '<a_95><b_138><c_251>']",<a_126><b_132><c_3>
1557,A6124,"['ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)', 'eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue', 'BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm', '3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK']","3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2163, 1696, 1942, 2532]",2860,"['<a_236><b_197><c_93>', '<a_95><b_171><c_3>', '<a_95><b_138><c_251>', '<a_126><b_132><c_3>']",<a_200><b_180><c_111>
1558,A6147,"['3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2935, 2860]",2831,"['<a_126><b_132><c_9>', '<a_200><b_180><c_111>']",<a_126><b_132><c_127>
1559,A6147,"['3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray","[2935, 2860, 2831]",1638,"['<a_126><b_132><c_9>', '<a_200><b_180><c_111>', '<a_126><b_132><c_127>']",<a_126><b_70><c_244>
1560,A6147,"['3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray']",30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,"[2935, 2860, 2831, 1638]",2007,"['<a_126><b_132><c_9>', '<a_200><b_180><c_111>', '<a_126><b_132><c_127>', '<a_126><b_70><c_244>']",<a_238><b_205><c_195>
1561,A20,"['HOODDEAL 50pcs Waterproof Solder Seal Heat Shrink Butt Connectors with Soldering Sleeve', 'LDR Industries 516 B1210 Nylon Tubing, 1/2"" x 10\', Clear', 'Stanley Wet/Dry Vacuum with Wall Mount, 1 Gallon, 1.5 Horsepower', 'Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown', 'Swordfish 31930 Stainless Steel Screw Assortment, 420 Piece', 'Fantronics 7mm Android Endoscope OTG Micro USB Endoscope Waterproof Borescopes Inspection Camera with 6 LED and 3.5M Cable', 'DuPont Teflon Non-Stick', 'DuPont Teflon Silicone Lubricant', 'Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol', 'High Temperature Heat Resistant Tape Sublimation Tape Koptan Tape 2 Rolls 10mm X 33m 100ft']","GT-5000 (3 strips) Grip Tape for guns, cell phones, cameras, knives, tools - makes anything""Grippy"".","[108, 109, 110, 100, 111, 112, 113, 114, 115, 116]",117,"['<a_55><b_149><c_64>', '<a_120><b_106><c_61>', '<a_141><b_44><c_95>', '<a_224><b_46><c_99>', '<a_169><b_28><c_79>', '<a_173><b_185><c_27>', '<a_141><b_81><c_133>', '<a_97><b_183><c_0>', '<a_64><b_117><c_84>', '<a_221><b_73><c_16>']",<a_77><b_232><c_209>
1562,A752,"['Inkbird Dual Stage 12V(DC) Digital Temperature Controller Fahrenheit Thermostat', 'Lisle 52750 Stethoscope Kit', 'Lisle 52750 Stethoscope Kit', 'GE Silicone 2+ Window & Door Caulk, 10.1 Oz. Tube, Clear, GE5000']",Diymall Bme280 Pressure Temperature Sensor Module with IIC I2c for Arduino,"[1836, 1151, 1151, 1509]",1837,"['<a_201><b_54><c_51>', '<a_147><b_229><c_201>', '<a_147><b_229><c_201>', '<a_224><b_48><c_10>']",<a_212><b_222><c_87>
1563,A1421,"['ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]', 'Gorilla 6100101 Tape Handy Roll, 1-Pack, Black', 'Cyalume Military Grade Combat Light Shield Device, 6-3/4"" Length x 1"" Width, For 6"" ChemLight and 6"" SnapLight Lightsticks', 'Supco ST01 Stainless Steel Pocket Dial Thermometer, 5"" Stem, 1"" Dial, -40 to 160 Degrees F']",Ginsco 110pcs Male Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,"[727, 178, 938, 1745]",2340,"['<a_230><b_106><c_78>', '<a_221><b_127><c_11>', '<a_101><b_223><c_45>', '<a_199><b_18><c_11>']",<a_44><b_90><c_16>
1564,A1421,"['ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]', 'Gorilla 6100101 Tape Handy Roll, 1-Pack, Black', 'Cyalume Military Grade Combat Light Shield Device, 6-3/4"" Length x 1"" Width, For 6"" ChemLight and 6"" SnapLight Lightsticks', 'Supco ST01 Stainless Steel Pocket Dial Thermometer, 5"" Stem, 1"" Dial, -40 to 160 Degrees F', 'Ginsco 110pcs Male Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal']",Ginsco 110pcs Male Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,"[727, 178, 938, 1745, 2340]",1907,"['<a_230><b_106><c_78>', '<a_221><b_127><c_11>', '<a_101><b_223><c_45>', '<a_199><b_18><c_11>', '<a_44><b_90><c_16>']",<a_44><b_223><c_101>
1565,A2742,"['3M 1194 Foil Tape with Nonconductive Adhesive, 1"" width x 6yd length (1 roll)', 'Stove Gasket Cement (77E) 2.3oz BLACK', 'Push-On Alligator Clips for Test Leads', 'Electronic Specialties 618 Green/Yellow/Red/Black 3.25 x 0.25 x 0.25 Mini Back Probe/Wire Piercer', 'E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)', 'Hantek 1008C PC USB 8CH Automotive Diagnostic Digital Oscilloscope/DAQ/Programmable Generator', 'DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1872, 1514, 868, 2914, 1274, 1863, 1453]",154,"['<a_221><b_127><c_253>', '<a_97><b_114><c_32>', '<a_117><b_103><c_212>', '<a_117><b_87><c_134>', '<a_223><b_54><c_4>', '<a_174><b_180><c_248>', '<a_89><b_42><c_0>']",<a_142><b_169><c_0>
1566,A2742,"['3M 1194 Foil Tape with Nonconductive Adhesive, 1"" width x 6yd length (1 roll)', 'Stove Gasket Cement (77E) 2.3oz BLACK', 'Push-On Alligator Clips for Test Leads', 'Electronic Specialties 618 Green/Yellow/Red/Black 3.25 x 0.25 x 0.25 Mini Back Probe/Wire Piercer', 'E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)', 'Hantek 1008C PC USB 8CH Automotive Diagnostic Digital Oscilloscope/DAQ/Programmable Generator', 'DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1872, 1514, 868, 2914, 1274, 1863, 1453, 154]",154,"['<a_221><b_127><c_253>', '<a_97><b_114><c_32>', '<a_117><b_103><c_212>', '<a_117><b_87><c_134>', '<a_223><b_54><c_4>', '<a_174><b_180><c_248>', '<a_89><b_42><c_0>', '<a_142><b_169><c_0>']",<a_142><b_169><c_0>
